,1,2,3,4,5,6,7,8,prediction,signal_0.00_sigma,trade_result_0.00_sigma,equity_curve_0.00_sigma,noncomp_curve_0.00_sigma,correct_prediction_0.00_sigma,signal_0.25_sigma,trade_result_0.25_sigma,equity_curve_0.25_sigma,noncomp_curve_0.25_sigma,correct_prediction_0.25_sigma,signal_0.50_sigma,trade_result_0.50_sigma,equity_curve_0.50_sigma,noncomp_curve_0.50_sigma,correct_prediction_0.50_sigma,signal_1.00_sigma,trade_result_1.00_sigma,equity_curve_1.00_sigma,noncomp_curve_1.00_sigma,correct_prediction_1.00_sigma,signal_2.00_sigma,trade_result_2.00_sigma,equity_curve_2.00_sigma,noncomp_curve_2.00_sigma,correct_prediction_2.00_sigma,trade_0.00_sigma,trade_0.25_sigma,trade_0.50_sigma,trade_1.00_sigma,trade_2.00_sigma
1217,-0.002850356294536671,-0.005664385178192122,0.001918005274514023,-0.0023809523809523725,1,0,0,0,0.00031381123699247837,1.0,-0.002850356294536671,0.9971496437054633,-0.002850356294536671,0,0.0,-0.0,1.0,-0.0,,0.0,-0.0,1.0,-0.0,,0.0,-0.0,1.0,-0.0,,0.0,-0.0,1.0,-0.0,,1,1,1,1,1
1218,-0.005717008099094811,0.0023736055067646866,-0.0011964584828901836,0.0042959427207636125,0,1,0,0,-0.0012101391330361366,-1.0,0.005717008099094811,1.002850356294537,0.00286665180455814,1,-1.0,0.005717008099094811,1.005717008099095,0.005717008099094811,1.0,-1.0,0.005717008099094811,1.005717008099095,0.005717008099094811,1.0,0.0,-0.0,1.0,-0.0,,0.0,-0.0,1.0,-0.0,,1,1,1,0,0
1219,0.013895543842836533,0.005209566658773479,-0.009583133684714862,-0.01520912547528519,0,0,1,0,-0.0022730431519448757,-1.0,-0.013895543842836533,0.988915205200842,-0.011028892038278393,0,-1.0,-0.013895543842836533,0.9917420233195675,-0.008178535743741722,0.0,-1.0,-0.013895543842836533,0.9917420233195675,-0.008178535743741722,0.0,-1.0,-0.013895543842836533,0.9861044561571635,-0.013895543842836533,0.0,0.0,0.0,1.0,0.0,,0,0,0,1,0
1220,-0.020793950850661602,-0.0190812720848057,-0.005079825834542806,-0.006515444015444016,0,0,0,1,0.0005494313663803041,1.0,-0.020793950850661602,0.9683517510284237,-0.031822842888939995,0,1.0,-0.020793950850661602,0.9711197884301247,-0.028972486594403324,0.0,0.0,-0.0,0.9917420233195675,-0.008178535743741722,,0.0,-0.0,0.9861044561571635,-0.013895543842836533,,0.0,-0.0,1.0,0.0,,1,1,1,1,0
1221,-0.006515444015444016,0.012487992315081797,-0.003646973012399801,0.019188729657517944,0,0,0,0,-0.0008559948764741421,-1.0,0.006515444015444016,0.9746609926495067,-0.02530739887349598,1,-1.0,0.006515444015444016,0.977447065043931,-0.022457042578959308,1.0,0.0,-0.0,0.9917420233195675,-0.008178535743741722,,0.0,-0.0,0.9861044561571635,-0.013895543842836533,,0.0,-0.0,1.0,0.0,,1,1,0,0,0
1222,0.01724556716055381,-0.002846299810246755,0.016349438750610013,-0.007387988560534242,1,0,0,0,0.00015179443289525807,1.0,0.01724556716055381,0.9914695742570158,-0.008061831712942169,1,0.0,0.0,0.977447065043931,-0.022457042578959308,,0.0,0.0,0.9917420233195675,-0.008178535743741722,,0.0,0.0,0.9861044561571635,-0.013895543842836533,,0.0,0.0,1.0,0.0,,1,1,0,0,0
1223,0.002626552053486275,0.0016650808753568835,-0.006002400960384291,0.004561824729891972,0,1,0,0,0.0018651298014447093,1.0,0.002626552053486275,0.9940737207032497,-0.005435279659455894,1,1.0,0.002626552053486275,0.9800143806397963,-0.019830490525473032,1.0,1.0,0.002626552053486275,0.9943468853674462,-0.0055519836902554465,1.0,0.0,0.0,0.9861044561571635,-0.013895543842836533,,0.0,0.0,1.0,0.0,,0,1,1,0,0
1224,-0.005001190759704621,-0.002374732842555183,0.008695652173913215,0.002629063097514317,0,0,1,0,-0.00409332662820816,-1.0,0.005001190759704621,0.9990452730096959,-0.00043408889975127263,1,-1.0,0.005001190759704621,0.9849156195046296,-0.014829299765768411,1.0,-1.0,0.005001190759704621,0.9993198038224869,-0.0005507929305508252,1.0,-1.0,0.005001190759704621,0.9910361526514001,-0.008894353083131912,1.0,-1.0,0.005001190759704621,1.0050011907597045,0.005001190759704621,1.0,1,1,1,1,1
1225,0.004068932503590306,0.011425850987859754,0.004549808429118896,0.010727056019070202,0,0,0,0,-0.00018459193233866245,-1.0,-0.004068932503590306,0.9949802252257886,-0.004503021403341578,0,0.0,0.0,0.9849156195046296,-0.014829299765768411,,0.0,0.0,0.9993198038224869,-0.0005507929305508252,,0.0,0.0,0.9910361526514001,-0.008894353083131912,,0.0,0.0,1.0050011907597045,0.005001190759704621,,0,1,1,1,1
1226,0.006674612634088195,0.021652153447870193,0.006674612634088195,0.021226415094339535,1,0,0,0,-0.00022919267939869314,-1.0,-0.006674612634088195,0.9883391176438285,-0.011177634037429773,0,0.0,0.0,0.9849156195046296,-0.014829299765768411,,0.0,0.0,0.9993198038224869,-0.0005507929305508252,,0.0,0.0,0.9910361526514001,-0.008894353083131912,,0.0,0.0,1.0050011907597045,0.005001190759704621,,0,0,0,0,0
