,1,2,3,4,5,6,prediction,signal_0.00_sigma,trade_result_0.00_sigma,equity_curve_0.00_sigma,noncomp_curve_0.00_sigma,correct_prediction_0.00_sigma,signal_0.25_sigma,trade_result_0.25_sigma,equity_curve_0.25_sigma,noncomp_curve_0.25_sigma,correct_prediction_0.25_sigma,signal_0.50_sigma,trade_result_0.50_sigma,equity_curve_0.50_sigma,noncomp_curve_0.50_sigma,correct_prediction_0.50_sigma,signal_1.00_sigma,trade_result_1.00_sigma,equity_curve_1.00_sigma,noncomp_curve_1.00_sigma,correct_prediction_1.00_sigma,signal_2.00_sigma,trade_result_2.00_sigma,equity_curve_2.00_sigma,noncomp_curve_2.00_sigma,correct_prediction_2.00_sigma,trade_0.00_sigma,trade_0.25_sigma,trade_0.50_sigma,trade_1.00_sigma,trade_2.00_sigma
6980,0.0022625746939721747,0.0022585128561500856,0.0022666511681972423,-0.003477051460361591,83107.0,0,-0.0003105986106675118,-1.0,-0.0022625746939721747,0.8309070300630494,-0.166958763282688,0,-1.0,-0.0022625746939721747,0.840620154326915,-0.1590462297635059,0.0,-1.0,-0.0022625746939721747,0.9420111971367281,-0.04902239061548774,0.0,-1.0,-0.0022625746939721747,1.0064241063827442,0.01244087953993811,0.0,0.0,0.0,1.0304254631755283,0.030692087424086245,,0,0,0,0,0
6981,-0.009319286871961152,-0.009302594325995228,-0.009336039431719345,-0.011572458711328282,109033.0,1,-0.00038283239700831473,-1.0,0.009319286871961152,0.8386504910401362,-0.15763947641072684,1,-1.0,0.009319286871961152,0.8484541346954397,-0.14972694289154476,1.0,-1.0,0.009319286871961152,0.9507900697194448,-0.03970310374352659,1.0,-1.0,0.009319286871961152,1.0158032613449821,0.021760166411899262,1.0,0.0,-0.0,1.0304254631755283,0.030692087424086245,,0,0,0,0,0
6982,-0.013789073911773309,-0.01376414324040598,-0.013814095059704878,-0.008413249396952427,93675.0,2,-0.0005213639815337956,-1.0,0.013789073911773309,0.8502147046472336,-0.14385040249895353,1,-1.0,0.013789073911773309,0.8601535314695047,-0.13593786897977145,1.0,-1.0,0.013789073911773309,0.9639005842653862,-0.025914029831753282,1.0,-1.0,0.013789073911773309,1.0298102475954882,0.03554924032367257,1.0,-1.0,0.013789073911773309,1.0446340760478288,0.044481161335859554,1.0,0,0,0,0,1
6983,-0.0030215060133893523,-0.003015966883500809,-0.0030270655270655533,-0.0034413195680550457,84737.0,3,0.00014775963791180402,1.0,-0.0030215060133893523,0.8476457758044699,-0.14687190851234289,0,1.0,-0.0030215060133893523,0.8575545724017315,-0.1389593749931608,0.0,1.0,-0.0030215060133893523,0.9609881528537187,-0.028935535845142635,0.0,0.0,-0.0,1.0298102475954882,0.03554924032367257,,0.0,-0.0,1.0446340760478288,0.044481161335859554,,1,1,1,1,1
6984,-0.0037437603993344393,-0.003736876445815329,-0.003750669762457526,-0.000119075970469118,102982.0,4,0.0003452051314525306,1.0,-0.0037437603993344393,0.84447239311635,-0.15061566891167733,0,1.0,-0.0037437603993344393,0.8543440935533058,-0.14270313539249524,0.0,1.0,-0.0037437603993344393,0.9573904434628354,-0.032679296244477074,0.0,1.0,-0.0037437603993344393,1.0259548847717115,0.03180547992433813,0.0,0.0,-0.0,1.0446340760478288,0.044481161335859554,,0,0,0,1,0
6985,0.003459588428273097,0.003453203143605643,0.0034659973706228087,0.0020245325711563122,122915.0,0,0.00012902080197818577,1.0,0.003459588428273097,0.8473939200355715,-0.14715608048340423,1,1.0,0.003459588428273097,0.8572997724931263,-0.13924354696422214,1.0,1.0,0.003459588428273097,0.9607026203623787,-0.029219707816203977,1.0,0.0,0.0,1.0259548847717115,0.03180547992433813,,0.0,0.0,1.0446340760478288,0.044481161335859554,,0,0,0,1,0
6986,0.0005944243000655103,0.0005933309600094638,0.0005955216769890637,-0.00011884953648677588,113948.0,1,-0.0003100855683442205,-1.0,-0.0005944243000655103,0.8468902084977745,-0.14775050478346974,0,-1.0,-0.0005944243000655103,0.8567901726759157,-0.13983797126428765,0.0,-1.0,-0.0005944243000655103,0.9601315553796987,-0.029814132116269487,0.0,-1.0,-0.0005944243000655103,1.0253450322574322,0.03121105562427262,0.0,0.0,0.0,1.0446340760478288,0.044481161335859554,,1,1,1,1,0
6987,-0.0008911067545892548,-0.0008894686907019445,-0.000892750862992453,-0.004219660049922802,100272.0,2,4.154310590820387e-05,1.0,-0.0008911067545892548,0.8461355389125866,-0.148641611538059,0,0.0,-0.0,0.8567901726759157,-0.13983797126428765,,0.0,-0.0,0.9601315553796987,-0.029814132116269487,,0.0,-0.0,1.0253450322574322,0.03121105562427262,,0.0,-0.0,1.0446340760478288,0.044481161335859554,,1,1,1,1,0
6988,-0.007491972886193299,-0.007478188616535153,-0.007505808065765285,-0.004953745150701239,88043.0,3,0.0003319531388115138,1.0,-0.007491972886193299,0.839796314397009,-0.1561335844242523,0,1.0,-0.007491972886193299,0.8503711239330709,-0.14732994415048095,0.0,1.0,-0.007491972886193299,0.9529382757996154,-0.037306105002462786,0.0,1.0,-0.007491972886193299,1.0176631750767666,0.023719082738079322,0.0,0.0,-0.0,1.0446340760478288,0.044481161335859554,,0,1,1,1,0
6989,-0.002456266474958113,-0.0024517132093523353,-0.0024608366844727225,-0.010136756238003808,93828.0,4,0.00022763262677472085,1.0,-0.002456266474958113,0.8377335508641622,-0.1585898508992104,0,1.0,-0.002456266474958113,0.8482823858500816,-0.14978621062543906,0.0,1.0,-0.002456266474958113,0.9505976054600644,-0.0397623714774209,0.0,0.0,-0.0,1.0176631750767666,0.023719082738079322,,0.0,-0.0,1.0446340760478288,0.044481161335859554,,0,0,0,1,0
6990,-0.017776710107501148,-0.017743675818247095,-0.017809867629362097,-0.010361752408653002,96854.0,0,-0.0001182781343231909,-1.0,0.017776710107501148,0.8526256973452021,-0.14081314079170926,1,-1.0,0.017776710107501148,0.863362055912638,-0.13200950051793792,1.0,0.0,-0.0,0.9505976054600644,-0.0397623714774209,,0.0,-0.0,1.0176631750767666,0.023719082738079322,,0.0,-0.0,1.0446340760478288,0.044481161335859554,,1,1,1,0,0
